Feat, featLink, book, bookLink
Craft Rod,/feats/players-handbook-v35--6/craft-rod--472/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Craft Rune Circle,/feats/races-of-stone--82/craft-rune-circle--473/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Craft Scepter,/feats/lost-empires-of-faerun--30/craft-scepter--474/,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
Craft Skull Talisman,/feats/frostburn--68/craft-skull-talisman--475/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Craft Staff,/feats/players-handbook-v35--6/craft-staff--477/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Craft Talisman,/feats/oriental-adventures--96/craft-talisman--3669/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Craft Universal Item,/feats/psionics-handbook-30--46/craft-universal-item--478/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Craft Universal Item,/feats/expanded-psionics-handbook--65/craft-universal-item--479/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Craft Wand,/feats/players-handbook-v35--6/craft-wand--481/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Craft Wondrous Item ,/feats/players-handbook-v35--6/craft-wondrous-item--483/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Craven,/feats/champions-of-ruin--27/craven--484/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Create Infusion,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/create-infusion--485/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Create Portal,/feats/forgotten-realms-campaign-setting--19/create-portal--486/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Crescent Moon,/feats/complete-warrior--61/crescent-moon--487/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Crossbow Sniper,/feats/players-handbook-ii--80/crossbow-sniper--488/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Crowd Tactics,/feats/races-of-destiny--81/crowd-tactics--3676/,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Crush,/feats/savage-species--47/crush--489/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Crushing Strike,/feats/players-handbook-ii--80/crushing-strike--490/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Cull Wand Essence,/feats/magic-of-eberron--9/cull-wand-essence--491/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Cumbrous Dodge,/feats/savage-species--47/cumbrous-dodge--492/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Cumbrous Fortitude,/feats/savage-species--47/cumbrous-fortitude--493/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Cumbrous Reflexes,/feats/savage-species--47/cumbrous-reflexes--494/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Cumbrous Will,/feats/savage-species--47/cumbrous-will--495/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Cunning Evasion,/feats/players-handbook-ii--80/cunning-evasion--496/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Cunning Sidestep,/feats/draconomicon--92/cunning-sidestep--3248/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Curative Legacy,/feats/weapons-of-legacy--91/curative-legacy--497/,Weapons of Legacy,/rulebooks/supplementals-35--5/weapons-of-legacy--91/
Curling Wave Strike,/feats/stormwrack--87/curling-wave-strike--498/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Cuthbert&#39;s Smite,/feats/dragon-compendium--109/cuthberts-smite--3347/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Cutpurse,/feats/dragon-compendium--109/cutpurse--3344/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Dallah Thaun&#39;s Luck,/feats/races-of-the-wild--84/dallah-thauns-luck--499/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Damage Reduction,/feats/complete-warrior--61/damage-reduction--500/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Damage Reduction,/feats/epic-level-handbook--41/damage-reduction--501/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Dampen Spell,/feats/players-handbook-ii--80/dampen-spell--502/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Dancing Blade,/feats/ghostwalk--94/dancing-blade--3476/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Dancing with Shadows,/feats/races-of-eberron--10/dancing-with-shadows--503/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Danger Sense,/feats/complete-adventurer--54/danger-sense--504/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Danger Sense,/feats/miniatures-handbook--75/danger-sense--505/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Daredevil Athlete,/feats/complete-scoundrel--60/daredevil-athlete--506/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Darguun Mauler,/feats/races-of-eberron--10/darguun-mauler--507/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Daring Outlaw ,/feats/complete-scoundrel--60/daring-outlaw--508/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Daring Warrior,/feats/complete-scoundrel--60/daring-warrior--509/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Dark Speech,/feats/book-of-vile-darkness--37/dark-speech--510/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Dark Speech,/feats/elder-evils--110/dark-speech--3507/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Dark Speech,/feats/fiendish-codex-i-hordes-of-the-abyss--66/dark-speech--3751/,Fiendish Codex I: Hordes of the Abyss,/rulebooks/supplementals-35--5/fiendish-codex-i-hordes-of-the-abyss--66/
Dark Whispers,/feats/elder-evils--110/dark-whispers--3512/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Darkstalker,/feats/lords-of-madness--72/darkstalker--512/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Dash,/feats/complete-warrior--61/dash--513/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Dash,/feats/miniatures-handbook--75/dash--514/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Dash,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/dash--515/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Daunting Presence,/feats/libris-mortis-the-book-of-the-dead--71/daunting-presence--516/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Daunting Presence,/feats/miniatures-handbook--75/daunting-presence--517/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Dauntless,/feats/players-guide-to-faerun--22/dauntless--518/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Daylight Adaptation,/feats/forgotten-realms-campaign-setting--19/daylight-adaptation--519/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Daylight Adaptation,/feats/players-guide-to-faerun--22/daylight-adaptation--520/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Daylight Adaptation,/feats/races-of-eberron--10/daylight-adaptation--521/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Dazzling Energy,/feats/complete-psionic--59/dazzling-energy--522/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Dazzling Fire,/feats/drow-of-the-underdark--93/dazzling-fire--3419/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Dazzling Illusion,/feats/complete-mage--58/dazzling-illusion--523/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Dead Eye,/feats/dragon-compendium--109/dead-eye--3345/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Deadeye Shot,/feats/players-handbook-ii--80/deadeye-shot--524/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Deadly Chill,/feats/libris-mortis-the-book-of-the-dead--71/deadly-chill--525/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Deadly Defense,/feats/complete-scoundrel--60/deadly-defense--526/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Deadly Poison,/feats/serpent-kingdoms--24/deadly-poison--527/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Deadly Poison,/feats/savage-species--47/deadly-poison--528/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Deadly Precision,/feats/expanded-psionics-handbook--65/deadly-precision--529/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Deadly Spittle,/feats/serpent-kingdoms--24/deadly-spittle--530/,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Deafening Song,/feats/epic-level-handbook--41/deafening-song--531/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Deafening Spell,/feats/drow-of-the-underdark--93/deafening-spell--3420/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Deafening Strike ,/feats/complete-scoundrel--60/deafening-strike--532/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Death Blow,/feats/complete-adventurer--54/death-blow--533/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Death Blow,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/death-blow--534/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Death Devotion,/feats/complete-champion--57/death-devotion--535/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Death Frenzy,/feats/lords-of-madness--72/death-frenzy--536/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Death Master,/feats/libris-mortis-the-book-of-the-dead--71/death-master--537/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Death of Enemies,/feats/epic-level-handbook--41/death-of-enemies--538/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Deathless Fleshgrafter,/feats/magic-of-eberron--9/deathless-fleshgrafter--539/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Debilitating Spell,/feats/heroes-of-horror--70/debilitating-spell--540/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Debilitating Strike,/feats/heroes-of-horror--70/debilitating-strike--541/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Deceitful,/feats/players-handbook-v35--6/deceitful--542/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Deceptive Dodge,/feats/dragon-compendium--109/deceptive-dodge--3346/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Deceptive Illumination,/feats/drow-of-the-underdark--93/deceptive-illumination--3421/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Deceptive Spell ,/feats/cityscape--53/deceptive-spell--543/,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
Deep Denizen,/feats/savage-species--47/deep-denizen--544/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Deep Impact,/feats/psionics-handbook-30--46/deep-impact--545/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
Deep Impact,/feats/expanded-psionics-handbook--65/deep-impact--546/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Deep Vision,/feats/races-of-stone--82/deep-vision--547/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Deep Vision,/feats/complete-psionic--59/deep-vision--548/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Deepening Darkness,/feats/races-of-faerun--23/deepening-darkness--549/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Deepspawn,/feats/lords-of-madness--72/deepspawn--550/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Defender of the Homeland,/feats/champions-of-valor--28/defender-of-the-homeland--551/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Defending Spirit ,/feats/complete-mage--58/defending-spirit--552/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Defense against the Supernatural,/feats/tome-of-magic--89/defense-against-the-supernatural--553/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Defensive Archery,/feats/races-of-the-wild--84/defensive-archery--554/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Defensive Shell,/feats/complete-psionic--59/defensive-shell--555/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
Defensive Strike,/feats/complete-warrior--61/defensive-strike--556/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Defensive Strike,/feats/oriental-adventures--96/defensive-strike--3670/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Defensive Sweep,/feats/players-handbook-ii--80/defensive-sweep--557/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Defensive Throw,/feats/complete-warrior--61/defensive-throw--558/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Defensive Throw,/feats/oriental-adventures--96/defensive-throw--3671/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Deflect Arrows,/feats/players-handbook-v35--6/deflect-arrows--560/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Deflective Armor,/feats/races-of-stone--82/deflective-armor--561/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Deformity (Clawed Hands),/feats/book-of-vile-darkness--37/deformity-clawed-hands--562/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Deformity (Eyes),/feats/book-of-vile-darkness--37/deformity-eyes--563/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Deformity (Eyes),/feats/elder-evils--110/deformity-eyes--3524/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Deformity (Face),/feats/book-of-vile-darkness--37/deformity-face--564/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Deformity (Face),/feats/elder-evils--110/deformity-face--3525/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Deformity (Gaunt),/feats/book-of-vile-darkness--37/deformity-gaunt--565/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Deformity (Gaunt),/feats/elder-evils--110/deformity-gaunt--3526/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Deformity (Madness),/feats/elder-evils--110/deformity-madness--3527/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Deformity (Obese),/feats/book-of-vile-darkness--37/deformity-obese--566/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Deformity (Parasite),/feats/elder-evils--110/deformity-parasite--3528/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
Deformity (Skin),/feats/heroes-of-horror--70/deformity-skin--567/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Deformity (Tall),/feats/heroes-of-horror--70/deformity-tall--568/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Deformity (Teeth),/feats/heroes-of-horror--70/deformity-teeth--569/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Deformity (Tongue),/feats/heroes-of-horror--70/deformity-tongue--570/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Deft Hands,/feats/players-handbook-v35--6/deft-hands--571/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Deft Opportunist,/feats/complete-adventurer--54/deft-opportunist--572/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Deft Opportunist,/feats/miniatures-handbook--75/deft-opportunist--573/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Deft Strike,/feats/complete-adventurer--54/deft-strike--574/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Deft Strike,/feats/draconomicon--92/deft-strike--3249/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Delay Potion ,/feats/complete-mage--58/delay-potion--575/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
