id,name,link,book,bookLink
868,Drow Eyes,/feats/races-of-faerun--23/drow-eyes--764/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
869,Drow Scorpion Warrior,/feats/secrets-of-xendrik--15/drow-scorpion-warrior--765/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
870,Drow Skirmisher,/feats/races-of-eberron--10/drow-skirmisher--766/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
871,Drow Skirmisher,/feats/secrets-of-xendrik--15/drow-skirmisher--767/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
872,Drowning Glance,/feats/complete-mage--58/drowning-glance--768/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
873,Druuth Slayer,/feats/champions-of-valor--28/druuth-slayer--769/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
874,Du&#39;ulora Ancestor,/feats/players-guide-to-eberron--13/duulora-ancestor--782/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
875,Dual Dorje,/feats/complete-psionic--59/dual-dorje--770/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
876,Dual Strike,/feats/complete-adventurer--54/dual-strike--771/,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
877,Dual Strike,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/dual-strike--772/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
878,Duergar Expansion,/feats/complete-psionic--59/duergar-expansion--773/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
879,Duergar Invisibility,/feats/complete-psionic--59/duergar-invisibility--774/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
880,Duergar Mindshaper,/feats/races-of-faerun--23/duergar-mindshaper--775/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
881,Duerran Metaform Training,/feats/champions-of-valor--28/duerran-metaform-training--776/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
882,Duerran Stealth Training,/feats/champions-of-valor--28/duerran-stealth-training--777/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
883,Dumb Luck ,/feats/complete-scoundrel--60/dumb-luck--778/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
884,Dungeoneer&#39;s Intuition,/feats/city-of-splendors-waterdeep--16/dungeoneers-intuition--779/,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
885,Durable Form,/feats/lords-of-madness--72/durable-form--780/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
886,Dust Cloud,/feats/savage-species--47/dust-cloud--781/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
887,Dutiful Guardian,/feats/drow-of-the-underdark--93/dutiful-guardian--3422/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
888,Dwarf&#39;s Toughness,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/dwarfs-toughness--783/,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
889,Dwarven Armor Proficiency,/feats/races-of-stone--82/dwarven-armor-proficiency--784/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
890,Dwarven Urgrosh Mind Blade,/feats/complete-psionic--59/dwarven-urgrosh-mind-blade--785/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
891,Eagle Claw Attack,/feats/complete-warrior--61/eagle-claw-attack--786/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
892,Eagle Claw Attack,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/eagle-claw-attack--787/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
893,Eagle Claw Attack,/feats/oriental-adventures--96/eagle-claw-attack--3673/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
894,Eagle Tribe Vision,/feats/shining-south--25/eagle-tribe-vision--788/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
895,Eagle&#39;s Fury,/feats/sandstorm--85/eagles-fury--789/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
896,Eagle&#39;s Wings,/feats/complete-divine--56/eagles-wings--790/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
897,Earth Adept,/feats/races-of-stone--82/earth-adept--791/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
898,Earth Bloodline,/feats/dragon-compendium--109/earth-bloodline--3353/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
899,Earth Devotion,/feats/complete-champion--57/earth-devotion--792/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
900,Earth Fist,/feats/races-of-stone--82/earth-fist--793/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
901,Earth Heritage,/feats/planar-handbook--79/earth-heritage--794/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
902,Earth Master,/feats/races-of-stone--82/earth-master--795/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
903,Earth Power,/feats/races-of-stone--82/earth-power--796/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
904,Earth Sense,/feats/races-of-stone--82/earth-sense--797/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
905,Earth Spell,/feats/races-of-stone--82/earth-spell--798/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
906,Earth&#39;s Embrace,/feats/complete-warrior--61/earths-embrace--801/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
907,Earth&#39;s Embrace,/feats/oriental-adventures--96/earths-embrace--3674/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
908,Earth&#39;s Warding,/feats/races-of-stone--82/earths-warding--802/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
909,Earthbound Spell,/feats/players-handbook-ii--80/earthbound-spell--799/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
910,Earthquake Stomp,/feats/secrets-of-xendrik--15/earthquake-stomp--800/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
911,Easy Escape,/feats/complete-scoundrel--60/easy-escape--3284/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
912,Easygoing,/feats/unearthed-arcana--90/easygoing--803/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
913,Ecclesiarch,/feats/eberron-campaign-setting--12/ecclesiarch--804/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
914,Echoing Spell ,/feats/secrets-of-xendrik--15/echoing-spell--805/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
915,Ectopic Form,/feats/complete-psionic--59/ectopic-form--3270/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
916,Ectoplasm,/feats/ghostwalk--94/ectoplasm--3473/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
917,Edgewalker Sentinel,/feats/secrets-of-sarlona--14/edgewalker-sentinel--807/,Secrets of Sarlona,/rulebooks/eberron-35--3/secrets-of-sarlona--14/
918,Education,/feats/eberron-campaign-setting--12/education--808/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
919,Education,/feats/forgotten-realms-campaign-setting--19/education--809/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
920,Education,/feats/players-guide-to-faerun--22/education--810/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
921,Education,/feats/ghostwalk--94/education--3472/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
922,Efficient Defender,/feats/cityscape--53/efficient-defender--811/,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
923,Efficient Item Creation,/feats/epic-level-handbook--41/efficient-item-creation--812/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
924,Eilservs School,/feats/drow-of-the-underdark--93/eilservs-school--3458/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
925,Einhander,/feats/players-handbook-ii--80/einhander--813/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
926,Elan Repletion,/feats/complete-psionic--59/elan-repletion--814/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
927,Elan Resilience,/feats/complete-psionic--59/elan-resilience--815/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
928,Elan Resistance,Enhanced,/feats/complete-psionic--59/elan-resistance-enhanced--816/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
929,Elan Retainment,/feats/complete-psionic--59/elan-retainment--817/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
930,Eldeen Plantgrafter,/feats/magic-of-eberron--9/eldeen-plantgrafter--818/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
931,Elder Giant Magic,/feats/secrets-of-xendrik--15/elder-giant-magic--819/,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
932,Eldritch Corruption,/feats/heroes-of-horror--70/eldritch-corruption--820/,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
933,Eldritch Dragonbane,/feats/dragonmarked--7/eldritch-dragonbane--821/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
934,Eldritch Erosion ,/feats/complete-scoundrel--60/eldritch-erosion--822/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
935,Eldritch Linguist,/feats/races-of-faerun--23/eldritch-linguist--823/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
936,Eldritch Mark,/feats/dragonmarked--7/eldritch-mark--824/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
937,Elemental Adept,/feats/complete-mage--58/elemental-adept--825/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
938,Elemental Bloodline,/feats/races-of-faerun--23/elemental-bloodline--826/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
939,Elemental Envoy,/feats/complete-psionic--59/elemental-envoy--827/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
940,Elemental Essence,/feats/complete-champion--57/elemental-essence--828/,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
941,Elemental Grafter,/feats/magic-of-eberron--9/elemental-grafter--829/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
942,Elemental Healing,/feats/complete-divine--56/elemental-healing--830/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
943,Elemental Helmsman,/feats/magic-of-eberron--9/elemental-helmsman--831/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
944,Elemental Smite,/feats/magic-of-eberron--9/elemental-smite--832/,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
945,Elemental Smiting,/feats/complete-divine--56/elemental-smiting--833/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
946,Elemental Spellcasting [Air],/feats/planar-handbook--79/elemental-spellcasting-air--834/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
947,Elemental Spellcasting [Earth],/feats/planar-handbook--79/elemental-spellcasting-earth--835/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
948,Elemental Spellcasting [Fire],/feats/planar-handbook--79/elemental-spellcasting-fire--836/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
949,Elemental Spellcasting [Water],/feats/planar-handbook--79/elemental-spellcasting-water--837/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
950,Elemental Theurgy,/feats/dragon-compendium--109/elemental-theurgy--3354/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
951,Elephant&#39;s Hide,/feats/complete-divine--56/elephants-hide--838/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
952,Elf Dilettante,/feats/races-of-the-wild--84/elf-dilettante--839/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
953,Elfhunter,/feats/underdark--34/elfhunter--840/,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
954,Elusive target,/feats/complete-warrior--61/elusive-target--841/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
955,Elven Spell Lore,/feats/players-handbook-ii--80/elven-spell-lore--842/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
956,Embed Spell Focus,/feats/draconomicon--92/embed-spell-focus--3218/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
957,Embody Energy,/feats/exemplars-of-evil--64/embody-energy--843/,Exemplars of Evil,/rulebooks/supplementals-35--5/exemplars-of-evil--64/
958,Empower Legacy,/feats/weapons-of-legacy--91/empower-legacy--844/,Weapons of Legacy,/rulebooks/supplementals-35--5/weapons-of-legacy--91/
959,Empower Mystery,/feats/tome-of-magic--89/empower-mystery--845/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
960,Empower Power,/feats/expanded-psionics-handbook--65/empower-power--846/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
961,Empower Spell,/feats/players-handbook-v35--6/empower-spell--848/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
962,Empower Spell-Like Ability,/feats/book-of-vile-darkness--37/empower-spell-like-ability--849/,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
963,Empower Spell-Like Ability,/feats/monster-manual-v35--5/empower-spell-like-ability--850/,Monster Manual v.3.5,/rulebooks/core-35--1/monster-manual-v35--5/
964,Empower Spell-Like Ability,/feats/monster-manual-v--78/empower-spell-like-ability--851/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
965,Empower Spell-Like Ability,/feats/savage-species--47/empower-spell-like-ability--852/,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
966,Empower Spell-Like Ability,/feats/monster-manual-iii--76/empower-spell-ability--3485/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
967,Empower Supernatural Ability,/feats/tome-of-magic--89/empower-supernatural-ability--853/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
968,Empower Turning,/feats/complete-divine--56/empower-turning--854/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
969,Empower Turning,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/empower-turning--855/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
970,Empower Turning,/feats/faiths-pantheons--18/empower-turning--856/,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
971,Empower Turning,/feats/libris-mortis-the-book-of-the-dead--71/empower-turning--857/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
972,Empower Turning,/feats/ghostwalk--94/empower-turning--3480/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
973,Empower Utterance,/feats/tome-of-magic--89/empower-utterance--858/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
974,Empowered Ability Damage,/feats/libris-mortis-the-book-of-the-dead--71/empowered-ability-damage--859/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
975,Empty Hand Mastery,/feats/oriental-adventures--96/empty-hand-mastery--3680/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
976,Enchanting Song,/feats/races-of-stone--82/enchanting-song--860/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
977,Encode Stone,/feats/psionics-handbook-30--46/encode-stone--861/,Psionics Handbook 3.0,/rulebooks/supplementals-30--7/psionics-handbook-30--46/
978,Endurance,/feats/players-handbook-v35--6/endurance--863/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
979,Endure Blows,/feats/draconomicon--92/endure-blows--3207/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
980,Endure Sunlight,/feats/libris-mortis-the-book-of-the-dead--71/endure-sunlight--864/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
981,Enduring Ki ,/feats/complete-scoundrel--60/enduring-ki--865/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
982,Enduring Life,/feats/libris-mortis-the-book-of-the-dead--71/enduring-life--866/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
983,Enduring Life,/feats/expedition-to-castle-ravenloft--102/enduring-life--3622/,Expedition to Castle Ravenloft,/rulebooks/supplementals-35--5/expedition-to-castle-ravenloft--102/
984,Enemy of Good,/feats/elder-evils--110/enemy-good--3508/,Elder Evils,/rulebooks/supplementals-35--5/elder-evils--110/
985,Energize Armor,/feats/races-of-stone--82/energize-armor--867/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
986,Energize Armor,/feats/complete-psionic--59/energize-armor--868/,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
987,Energize Spell,/feats/libris-mortis-the-book-of-the-dead--71/energize-spell--869/,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
