id,name,link,isPrestige,book,bookLink
883,Topaz Guardian,/classes/lords-of-madness--72/topaz-guardian/,true,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
884,Totem Barbarian,/classes/unearthed-arcana--90/totem-barbarian/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
885,Totem Rager,/classes/magic-of-incarnum--74/totem-rager/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
886,Totemist,/classes/magic-of-incarnum--74/totemist/,false,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
887,Transmuter Variant,/classes/unearthed-arcana--90/transmuter-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
888,Trapsmith,/classes/dungeonscape--63/trapsmith/,true,Dungeonscape,/rulebooks/supplementals-35--5/dungeonscape--63/
889,Triadic Knight,/classes/champions-of-valor--28/triadic-knight/,true,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
890,Tribal Protector,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/tribal-protector/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
891,Troubadour of Stars,/classes/book-of-exalted-deeds--52/troubadour-of-stars/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
892,True Necromancer,/classes/libris-mortis-the-book-of-the-dead--71/true-necromancer/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
893,True Necromancer,/classes/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/true-necromancer/,true,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
894,Truenamer,/classes/tome-of-magic--89/truenamer/,false,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
895,Twisted Lord,/classes/the-shattered-gates-of-slaughtergarde--104/twisted-lord/,true,The Shattered Gates of Slaughtergarde,/rulebooks/supplementals-35--5/the-shattered-gates-of-slaughtergarde--104/
896,Ultimate Magus,/classes/complete-mage--58/ultimate-magus/,true,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
897,Umbral Disciple,/classes/magic-of-incarnum--74/umbral-disciple/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
898,Unbound Scroll,/classes/dragonmarked--7/unbound-scroll/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
899,Uncanny Trickster,/classes/complete-scoundrel--60/uncanny-trickster/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
900,Unholy Ravager of Tiamat,/classes/draconomicon--92/unholy-ravager-of-tiamat/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
901,Union Sentinel,/classes/epic-level-handbook--41/union-sentinel/,true,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
902,Unseen Seer,/classes/complete-mage--58/unseen-seer/,true,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
903,Ur-priest,/classes/book-of-vile-darkness--37/ur-priest/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
904,Ur-priest,/classes/complete-divine--56/ur-priest/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
905,Urban Adept,/classes/sharn-city-of-towers--11/urban-adept/,false,Sharn: City of Towers,/rulebooks/eberron-35--3/sharn-city-of-towers--11/
906,Urban Druid,/classes/dragon-compendium--109/urban-druid/,false,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
907,Urban Ranger,/classes/unearthed-arcana--90/urban-ranger/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
908,Urban Savant,/classes/cityscape--53/urban-savant/,true,CityScape,/rulebooks/supplementals-35--5/cityscape--53/
909,Urban Soul,/classes/races-of-destiny--81/urban-soul/,true,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
910,Vadalis Beastkeeper,/classes/dragonmarked--7/vadalis-beastkeeper/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
911,Vassal of Bahamut,/classes/book-of-exalted-deeds--52/vassal-of-bahamut/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
912,Vengeance Knight,/classes/champions-of-ruin--27/vengeance-knight/,true,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
913,Verdant Lord,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/verdant-lord/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
914,Vermin Keeper,/classes/underdark--34/vermin-keeper/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
915,Vermin Lord,/classes/book-of-vile-darkness--37/vermin-lord/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
916,Vigilant Eye of Helm (Paladin),/classes/champions-of-valor--28/vigilant-eye-helm-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
917,Vigilant Sentinel of Aerenal,/classes/magic-of-eberron--9/vigilant-sentinel-of-aerenal/,true,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
918,Vigilante,/classes/complete-adventurer--54/vigilante/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
919,Vigilante,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/vigilante/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
920,Virtuoso,/classes/complete-adventurer--54/virtuoso/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
921,Virtuoso,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/virtuoso/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
922,Visionary Seeker,/classes/planar-handbook--79/visionary-seeker/,true,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
923,Void Disciple,/classes/complete-divine--56/void-disciple/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
924,Void Disciple,/classes/oriental-adventures--96/void-disciple/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
925,Walker In the Waste,/classes/sandstorm--85/walker-in-the-waste/,true,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
926,War Chanter,/classes/complete-warrior--61/war-chanter/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
927,War Hulk,/classes/miniatures-handbook--75/war-hulk/,true,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
928,War Mind,/classes/expanded-psionics-handbook--65/war-mind/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
929,War Weaver,/classes/heroes-of-battle--69/war-weaver/,true,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
930,War Wizard of Cormyr,/classes/magic-of-faerun--20/war-wizard-of-cormyr/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
931,Warblade,/classes/tome-of-battle-the-book-of-nine-swords--88/warblade/,false,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
932,Warchief,/classes/miniatures-handbook--75/warchief/,true,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
933,Warforged Juggernaut,/classes/eberron-campaign-setting--12/warforged-juggernaut/,true,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
934,Warlock,/classes/complete-arcane--55/warlock/,false,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
935,Warmage,/classes/complete-arcane--55/warmage/,false,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
936,Warmage,/classes/miniatures-handbook--75/warmage/,false,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
937,Warmaster,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/warmaster/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
938,Warpriest,/classes/complete-divine--56/warpriest/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
939,Warpriest,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/warpriest/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
940,Warrior,/classes/dragonlance-campaign-setting--98/warrior/,false,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
941,Warrior,/classes/dungeon-masters-guide-v35--4/warrior/,false,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
942,Warrior,/classes/unearthed-arcana--90/warrior/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
943,Warrior of Darkness,/classes/book-of-vile-darkness--37/warrior-of-darkness/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
944,Warrior Skald,/classes/races-of-faerun--23/warrior-skald/,true,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
945,Warshaper,/classes/complete-warrior--61/warshaper/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
946,Warsling Sniper,/classes/races-of-faerun--23/warsling-sniper/,true,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
947,Wary Swordknight (Paladin),/classes/champions-of-valor--28/wary-swordknight-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
948,Watch Detective,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/watch-detective/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
949,Wavekeeper,/classes/stormwrack--87/wavekeeper/,true,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
950,Waverider,/classes/savage-species--47/waverider/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
951,Waveservant,/classes/faiths-pantheons--18/waveservant/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
952,Wayfarer Guide,/classes/complete-arcane--55/wayfarer-guide/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
953,Wayfarer Guide,/classes/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/wayfarer-guide/,true,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
954,Weapon Master,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/weapon-master/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
955,Weapon Master (Kensei),/classes/oriental-adventures--96/weapon-master-kensei/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
956,Wearer of Purple,/classes/dragons-of-faerun--26/wearer-of-purple/,true,Dragons of Faerun,/rulebooks/forgotten-realms-35--4/dragons-of-faerun--26/
957,Wearer of Purple,/classes/faiths-pantheons--18/wearer-of-purple/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
958,Weretouched Master,/classes/eberron-campaign-setting--12/weretouched-master/,true,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
959,Whisperknife,/classes/races-of-the-wild--84/whisperknife/,true,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
960,Wild Mage,/classes/complete-arcane--55/wild-mage/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
961,Wild Plains Outrider,/classes/complete-adventurer--54/wild-plains-outrider/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
962,Wild Scout,/classes/silver-marches--97/wild-scout/,true,Silver Marches,/rulebooks/forgotten-realms-30--6/silver-marches--97/
963,Wild Soul,/classes/complete-mage--58/wild-soul/,true,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
964,Wilder,/classes/expanded-psionics-handbook--65/wilder/,false,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
965,Wilderness Rogue,/classes/unearthed-arcana--90/wilderness-rogue/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
966,Wildrunner,/classes/races-of-the-wild--84/wildrunner/,true,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
967,Windrider,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/windrider/,true,Masters of the Wild: A Guidebook to Barbarians Druids and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
968,Windwalker,/classes/faiths-pantheons--18/windwalker/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
969,Windwright Captain,/classes/explorers-handbook--100/windwright-captain/,true,Explorer&#39;s Handbook,/rulebooks/eberron-35--3/explorers-handbook--100/
970,Winterhaunt of Iborighu,/classes/frostburn--68/winterhaunt-of-iborighu/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
971,Witch Hunter,/classes/oriental-adventures--96/witch-hunter/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
972,Witch Slayer,/classes/tome-of-magic--89/witch-slayer/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
973,Witchborn Binder,/classes/magic-of-incarnum--74/witchborn-binder/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
974,Wizard,/classes/eberron-campaign-setting--12/wizard/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
975,Wizard,/classes/forgotten-realms-campaign-setting--19/wizard/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
976,Wizard,/classes/players-handbook-v35--6/wizard/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
977,Wizard,/classes/sandstorm--85/wizard/,false,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
978,Wizard of High Sorcery,/classes/dragonlance-campaign-setting--98/wizard-of-high-sorcery/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
979,Wizard Variant,/classes/unearthed-arcana--90/wizard-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
980,Wonderworker,/classes/book-of-exalted-deeds--52/wonderworker/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
981,Wu Jen,/classes/complete-arcane--55/wu-jen/,false,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
982,Wu Jen,/classes/oriental-adventures--96/wu-jen/,false,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
983,Wyrm Wizard,/classes/dragon-magic--62/wyrm-wizard/,true,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
984,Yakuza,/classes/oriental-adventures--96/yakuza/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
985,Yathchol Webrider,/classes/underdark--34/yathchol-webrider/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
986,Yathrinshee,/classes/players-guide-to-faerun--22/yathrinshee/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
987,Yuan-ti Cultist,/classes/savage-species--47/yuan-ti-cultist/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
988,Zerth Cenobite,/classes/complete-psionic--59/zerth-cenobite/,true,Complete Psionic,/rulebooks/supplementals-35--5/complete-psionic--59/
989,Zhentarim Skymage,/classes/lords-of-darkness--95/zhentarim-skymage/,true,Lords of Darkness,/rulebooks/forgotten-realms-30--6/lords-of-darkness--95/
990,Zhentarim Spy,/classes/players-guide-to-faerun--22/zhentarim-spy/,true,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
